well,frame,cellID,x,y,r,area,totalIntensity.1,sdIntensity.1,totalIntensity.2,sdIntensity.2,denoisedTotalIntensity.1,denoisedTotalIntensityMult.1,denoisedTotalIntensity.2,denoisedTotalIntensityMult.2,denoisedNormalTotalIntensity.1,denoisedNormalTotalIntensityMult.1,denoisedNormalTotalIntensity.2,denoisedNormalTotalIntensityMult.2
B3,1,63,292.2302,253.7381,450.4328,126,11080,23.1689,38550,87.4214,10961.4997149113,10961.4997149113,38149.3167248871,38082.8468637389,11173.4997203204,11173.4997203204,38887.1405229416,38819.3851067791
B3,1,65,296.7877,76.9658,576.364,146,11875,16.4838,54141,91.0317,10961.4997149113,10961.4997149113,52971.6113692343,49333.4108051427,11173.4997203204,11173.4997203204,53996.1045671432,50287.5396770628
B3,1,68,327.38,946.26,512.6192,150,10081,8.6702,71897,98.7905,10961.4997149113,10961.4997149113,72263.1386601209,79584.2912649811,11173.4997203204,11173.4997203204,73660.7380931607,81123.4848623412
B3,1,69,355.3947,193.0526,448.7456,152,10273,8.6472,48068,40.9779,10961.4997149113,10961.4997149113,48163.229231323,51848.3597944291,11173.4997203204,11173.4997203204,49094.7263004395,52851.1288354136
B3,1,70,357.5137,713.3562,331.4376,146,9754,7.5075,38188,41.4873,10961.4997149113,10961.4997149113,38591.0311171087,43666.2248111782,11173.4997203204,11173.4997203204,39337.3978569117,44510.7479272599
B3,1,72,364.5474,936.4745,482.7692,137,11376,17.6533,64766,123.2636,10961.4997149113,10961.4997149113,63815.7461935569,61976.2753941766,11173.4997203204,11173.4997203204,65049.9695106289,63174.9225738987
B3,1,73,377.9545,433.3106,282.9319,132,9640,10.9265,43130,54.3967,10961.4997149113,10961.4997149113,43669.4753572965,50082.364669613,11173.4997203204,11173.4997203204,44514.0613403045,51050.9786236339
B3,1,74,386.7704,58.0519,544.4256,135,12725,22.5173,60364,100.5283,10961.4997149113,10961.4997149113,58393.0154177032,50736.2461843503,11173.4997203204,11173.4997203204,59522.3608454614,51717.506481323
B3,1,75,392.085,479.7778,255.1246,153,12167,15.5636,38439,46.313,10961.4997149113,10961.4997149113,37458.9221831737,34191.4115623371,11173.4997203204,11173.4997203204,38183.3934610089,34852.6878132775
B3,1,76,400.0504,538.5683,239.9539,139,10350,14.5643,60436,107.7686,10961.4997149113,10961.4997149113,60481.4660173626,64711.8483575549,11173.4997203204,11173.4997203204,61651.2029563136,65963.4026666038
B3,1,78,410.3517,819.9862,362.1196,145,11398,13.0843,39490,56.7135,10961.4997149113,10961.4997149113,38898.2462786549,37780.9205031997,11173.4997203204,11173.4997203204,39650.5546886312,38511.6193636981
B3,1,79,414.1753,89.9351,503.5427,154,11685,12.1016,39390,41.1651,10961.4997149113,10961.4997149113,38641.505771625,36645.9229665631,11173.4997203204,11173.4997203204,39388.8487124324,37354.6704983051
B3,1,80,413.6061,1037.5606,546.645,132,10453,13.9361,37267,70.2659,10961.4997149113,10961.4997149113,37234.3941495772,39335.7165467214,11173.4997203204,11173.4997203204,37954.5229610005,40096.4858153035
B3,1,81,417.8519,359.6593,286.1339,135,10915,17.8462,37813,60.7871,10961.4997149113,10961.4997149113,37512.3546458427,37995.6686475521,11173.4997203204,11173.4997203204,38237.8593299334,38730.5208272996
B3,1,85,435.5462,345.5,282.1908,130,10551,18.601,44612,85.747,10961.4997149113,10961.4997149113,44504.6670588049,46623.8226847651,11173.4997203204,11173.4997203204,45365.4059998791,47525.5469851286
B3,1,86,439.0597,502.7836,204.3577,134,9983,13.6369,47126,60.9145,10961.4997149113,10961.4997149113,47442.0916593159,52567.0184079245,11173.4997203204,11173.4997203204,48359.6416251033,53583.68660814
B3,1,87,452.3475,165.227,419.128,141,11565,17.0995,34174,63.1851,10961.4997149113,10961.4997149113,33581.5395205748,32190.2697665065,11173.4997203204,11173.4997203204,34231.020590243,32812.8430951667
B3,1,88,459.6736,921.4306,421.9086,144,12494,19.395,47981,88.6092,10961.4997149113,10961.4997149113,46554.2873976825,41317.2229327135,11173.4997203204,11173.4997203204,47454.6668564075,42116.3153665078
B3,1,89,490.9083,456.2936,170.9828,109,10026,25.8134,34076,93.3363,10961.4997149113,10961.4997149113,34280.3388896796,37699.4992094769,11173.4997203204,11173.4997203204,34943.3350324567,38428.6233479794
B3,1,90,497.2338,121.013,442.6424,154,10839,9.7794,74866,74.0313,10961.4997149113,10961.4997149113,74356.082212305,75889.3110376449,11173.4997203204,11173.4997203204,75794.1600521252,77357.0421664967
B3,1,91,501.7767,546.301,138.3668,103,10527,32.4159,40758,125.2949,10961.4997149113,10961.4997149113,40675.1586055057,42691.9121301406,11173.4997203204,11173.4997203204,41461.8332457152,43517.5916300181
B3,1,92,501.1981,568.3962,141.6768,106,11041,34.1412,48807,165.588,10961.4997149113,10961.4997149113,48327.7025482396,48399.6949390574,11173.4997203204,11173.4997203204,49262.3806003405,49335.7653542144
B3,1,95,544.1452,175.5081,376.8853,124,10809,22.2655,37749,59.5158,10961.4997149113,10961.4997149113,37508.9692733298,38353.8653966366,11173.4997203204,11173.4997203204,38234.4084828951,39095.645251859
B3,1,97,557.0325,99.7642,447.9856,123,11538,24.412,48561,86.8849,10961.4997149113,10961.4997149113,47737.4509610646,45772.7146765636,11173.4997203204,11173.4997203204,48660.7132997204,46657.9781908089
B3,1,98,567.6723,672.605,151.0477,119,10173,20.2919,37202,70.9665,10961.4997149113,10961.4997149113,37335.6716229919,40508.1988692907,11173.4997203204,11173.4997203204,38057.7591832607,41291.644438123
B3,1,99,571.12,154,392.0975,150,10730,12.8202,58860,65.3558,10961.4997149113,10961.4997149113,58556.2793237821,60365.7633879854,11173.4997203204,11173.4997203204,59688.7823440114,61533.2625895197
B3,1,101,570.4812,981.7519,447.1885,133,11095,19.4622,75310,144.0432,10961.4997149113,10961.4997149113,74510.6710643508,74218.8720209573,11173.4997203204,11173.4997203204,75951.7387174559,75654.296158085
B3,1,102,599.1538,48.2628,493.4307,156,11371,10.8928,44912,46.369,10961.4997149113,10961.4997149113,44256.2434049107,43061.6609545591,11173.4997203204,11173.4997203204,45112.1777282466,43894.4915518973
B3,1,103,600.6591,527.197,41.3718,132,10128,14.5288,41553,73.7584,10961.4997149113,10961.4997149113,41732.6983482907,45520.3562719371,11173.4997203204,11173.4997203204,42539.8262510118,46400.7390687133
B3,1,106,618.9873,36.0955,504.3424,157,11554,11.6228,49189,58.7185,10961.4997149113,10961.4997149113,48343.7901355695,46287.662061484,11173.4997203204,11173.4997203204,49278.7793283618,47182.8848742951
B3,1,107,620.1314,801.0365,261.7915,137,10714,14.1734,33952,44.7876,10961.4997149113,10961.4997149113,33785.0900151115,34835.0568231679,11173.4997203204,11173.4997203204,34438.5078367813,35508.7814436131
B3,1,108,630.1181,754.7559,214.9831,127,10210,14.5913,28145,47.8314,10961.4997149113,10961.4997149113,28229.2816193709,30453.2469422671,11173.4997203204,11173.4997203204,28775.247774701,31042.2255204176
B3,1,110,637.0441,403.5882,136.4438,136,9540,10.9033,45803,67.5254,10961.4997149113,10961.4997149113,46455.448487773,53894.3570478395,11173.4997203204,11173.4997203204,47353.9163604942,54936.6965344811
B3,1,112,640.6395,78.3401,461.6603,147,11922,16.9033,41825,67.4343,10961.4997149113,10961.4997149113,40895.068914783,38025.8421779615,11173.4997203204,11173.4997203204,41685.9967126779,38761.277926452
B3,1,113,643.7113,708.8662,168.907,142,10372,11.5063,33938,39.9086,10961.4997149113,10961.4997149113,33951.6823940486,36121.9687716451,11173.4997203204,11173.4997203204,34608.3221822517,36820.5828093355
B3,1,114,643.7317,880.5691,340.5895,123,11549,24.6466,64077,158.8206,10961.4997149113,10961.4997149113,62980.4507894127,60238.5313758765,11173.4997203204,11173.4997203204,64198.5191427659,61403.569856893
B3,1,115,644.2919,962.4845,422.5063,161,10362,7.4411,37233,28.8215,10961.4997149113,10961.4997149113,37253.9157236555,39694.7885449278,11173.4997203204,11173.4997203204,37974.4220905153,40462.5024166703
B3,1,116,648.6503,433.6643,106.6869,143,12995,20.9422,63580,101.3859,10961.4997149113,10961.4997149113,61292.160416617,52122.6113946025,11173.4997203204,11173.4997203204,62477.5765255262,53130.6845766472
B3,1,117,658.8361,229.9672,310.6045,122,10177,16.9427,16982,27.9023,10961.4997149113,10961.4997149113,17041.9175327496,18366.5883358399,11173.4997203204,11173.4997203204,17371.5153709186,18721.805863351
B3,1,118,667.0551,782.6772,244.1806,127,10983,18.5043,32078,63.1719,10961.4997149113,10961.4997149113,31790.4900629288,32007.978111479,11173.4997203204,11173.4997203204,32405.3314843204,32627.0258430168
B3,1,122,691.3788,573.1742,61.1581,132,11133,18.8679,30659,31.5054,10961.4997149113,10961.4997149113,30316.5509745812,30135.8011100073,11173.4997203204,11173.4997203204,30902.8857953406,30718.6401525188
B3,1,123,703.0061,1047.7758,511.6698,165,11115,10.011,44465,49.9248,10961.4997149113,10961.4997149113,43980.0367173431,43760.2721939178,11173.4997203204,11173.4997203204,44830.6290874078,44606.6142258566
B3,1,125,716.1214,953.7786,420.7222,140,9838,11.9302,35736,51.8654,10961.4997149113,10961.4997149113,36062.2993553274,40425.7384839288,11173.4997203204,11173.4997203204,36759.7593614609,41207.5892342967
B3,1,127,720.1119,890.1045,359.1533,134,10576,15.344,29896,54.0147,10961.4997149113,10961.4997149113,29812.4756179436,31110.3751855823,11173.4997203204,11173.4997203204,30389.0614097277,31712.0628997782
B3,1,129,725.7748,795.7947,269.793,151,9782,7.1264,58191,70.748,10961.4997149113,10961.4997149113,58777.4455210086,66664.3244270982,11173.4997203204,11173.4997203204,59914.2259883234,67953.6404428542
B3,1,130,732.5613,195.2452,356.9643,155,11229,11.577,44448,50.1309,10961.4997149113,10961.4997149113,43889.5619345595,43235.094170119,11173.4997203204,11173.4997203204,44738.4044843498,44071.2790386421
B3,1,131,730.0442,618.4071,119.397,113,10494,24.4794,60029,176.0665,10961.4997149113,10961.4997149113,59937.9078544904,63220.1677784343,11173.4997203204,11173.4997203204,61097.1321504212,64442.8723589728
B3,1,132,749.8174,169.913,386.0365,115,11010,27.1429,20646,42.8302,10961.4997149113,10961.4997149113,20452.6989863258,20548.9224048693,11173.4997203204,11173.4997203204,20848.2627694305,20946.347189277
B3,1,134,754.9586,22.9862,529.6402,145,11494,13.7887,41187,58.4878,10961.4997149113,10961.4997149113,40513.9372670335,39025.3405956532,11173.4997203204,11173.4997203204,41297.4938188867,39780.1070630661
B3,1,137,767.5481,599.8444,140.8896,135,10218,12.4424,38910,57.321,10961.4997149113,10961.4997149113,39021.4950396752,42168.0345086208,11173.4997203204,11173.4997203204,39776.1871324214,42983.5819954085
B3,1,138,767.5764,854.5903,339.4743,144,10630,11.4773,45009,65.0716,10961.4997149113,10961.4997149113,44845.7034535714,46635.0079931391,11173.4997203204,11173.4997203204,45713.0381816652,47536.9486220615
B3,1,139,771.2695,838.4823,326.0726,141,10462,13.3808,34915,41.7018,10961.4997149113,10961.4997149113,34879.5185827581,36804.8253970007,11173.4997203204,11173.4997203204,35554.1031122959,37516.6461684442
B3,1,141,780.6139,373.6709,217.8019,158,10846,9.2116,42477,46.1073,10961.4997149113,10961.4997149113,42183.2103534996,42996.2051314712,11173.4997203204,11173.4997203204,42999.0513474971,43827.7697857168
B3,1,142,784.2653,822.9728,317.6257,147,10134,9.7273,31979,35.5482,10961.4997149113,10961.4997149113,32114.1693379443,34930.2059165733,11173.4997203204,11173.4997203204,32735.2708523741,35605.7707604223
B3,1,143,789.0638,921.8156,409.8819,141,10041,10.3695,37196,50.8978,10961.4997149113,10961.4997149113,37409.8562093676,41115.2467600817,11173.4997203204,11173.4997203204,38133.3785306747,41910.432889921
B3,1,144,794.7661,1044.8387,528.029,124,9698,11.4368,37443,44.9582,10961.4997149113,10961.4997149113,37873.9880491438,43090.909645064,11173.4997203204,11173.4997203204,38606.4868750445,43924.3059243532
B3,1,145,813.1565,494.4354,179.0511,147,10422,10.3034,42071,51.5872,10961.4997149113,10961.4997149113,42054.7122638701,44586.9530585652,11173.4997203204,11173.4997203204,42868.0680508789,45449.2834454131
B3,1,147,822.3162,755.5809,282.3372,136,9845,15.0988,75006,112.8914,10961.4997149113,10961.4997149113,75682.0202980188,85517.2259192019,11173.4997203204,11173.4997203204,77145.7423369591,87171.1649630338
B3,1,150,841.7163,220.1135,378.1757,141,11477,16.124,54130,77.3021,10961.4997149113,10961.4997149113,53258.3803536483,51305.9944074585,11173.4997203204,11173.4997203204,54288.4197840827,52298.2738742093
B3,1,153,855.6049,46.0679,538.9382,162,12626,13.3611,55288,73.6365,10961.4997149113,10961.4997149113,53551.445390306,46949.8120898553,11173.4997203204,11173.4997203204,54587.1528215589,47857.8411621425
B3,1,155,865.8438,643.2,248.3055,160,10915,8.3836,79309,75.9275,10961.4997149113,10961.4997149113,78678.4263244688,79719.122158869,11173.4997203204,11173.4997203204,80200.1001136564,81260.9234423102
B3,1,156,870.4286,319.2521,319.1034,119,11225,24.6649,37189,101.3063,10961.4997149113,10961.4997149113,36723.9130494042,36205.3738427625,11173.4997203204,11173.4997203204,37434.1689420834,36905.6009695363
B3,1,158,874.9845,114.2868,486.2607,129,12394,23.8687,38631,85.6234,10961.4997149113,10961.4997149113,37531.8410993524,33663.5850722114,11173.4997203204,11173.4997203204,38257.7226596331,34314.6529372857
B3,1,160,890.4154,491.0462,255.1555,130,10458,15.3452,46758,80.3468,10961.4997149113,10961.4997149113,46713.4189836494,49383.4862753772,11173.4997203204,11173.4997203204,47616.8761140401,50338.58362791
B3,1,165,918.9635,506.2482,280.9979,137,10193,11.7526,35197,57.8405,10961.4997149113,10961.4997149113,35312.0681184645,38221.9024756291,11173.4997203204,11173.4997203204,35995.0183375789,38961.1301125698
B3,1,169,933.9688,234.9453,423.6461,128,12288,23.6064,37499,88.6823,10961.4997149113,10961.4997149113,36483.5106160113,33001.2446232174,11173.4997203204,11173.4997203204,37189.1170247235,33639.5025460008
B3,1,172,940.6403,214.9353,442.7772,139,11855,17.3302,41868,70.456,10961.4997149113,10961.4997149113,40975.0440926346,38306.5504258514,11173.4997203204,11173.4997203204,41767.5186440375,39047.4151896791
B3,1,173,950.2377,748.2377,373.6447,122,10799,19.58,25775,50.3833,10961.4997149113,10961.4997149113,25615.0030182537,26199.4821408701,11173.4997203204,11173.4997203204,26110.4079281345,26706.1911223086
B3,1,174,956.5391,113.875,530.8291,128,12855,25.4183,27340,49.1801,10961.4997149113,10961.4997149113,26403.1644577422,23018.5025724519,11173.4997203204,11173.4997203204,26913.8127406815,23463.6900738694
B3,1,175,968.887,866.5826,463.4898,115,10128,18.6565,42236,89.3988,10961.4997149113,10961.4997149113,42418.6520212357,46275.0356691571,11173.4997203204,11173.4997203204,43239.0465559102,47170.0142822408
B3,1,176,980.2222,637.3264,353.8694,144,10817,11.5767,38878,52.1303,10961.4997149113,10961.4997149113,38626.0938465131,39469.4242852246,11173.4997203204,11173.4997203204,39373.1387142199,40232.7795175912
B3,1,177,983.6026,239.6731,456.354,156,11586,13.0381,32076,33.0334,10961.4997149113,10961.4997149113,31510.5159663054,30164.6302669599,11173.4997203204,11173.4997203204,32119.9425711534,30748.0268774676
B3,1,178,983,737.2913,395.6929,127,11058,17.7939,33356,72.7392,10961.4997149113,10961.4997149113,33020.0857241338,33030.5625634919,11173.4997203204,11173.4997203204,33658.7080417172,33669.387507546
B3,1,179,990.6667,16.3333,630.2332,150,12198,16.0341,56357,88.5371,10961.4997149113,10961.4997149113,54897.1063247951,49771.2953296695,11173.4997203204,11173.4997203204,55958.8394033418,50733.8930720893
B3,1,180,997.9627,654.903,375.9521,134,10536,13.3059,35305,59.3364,10961.4997149113,10961.4997149113,35228.2942205178,36921.1428905155,11173.4997203204,11173.4997203204,35909.6242172831,37635.2132911061
B3,1,181,1004.8347,929.6281,533.7738,121,9669,14.6986,30222,54.0769,10961.4997149113,10961.4997149113,30584.9192548697,34799.9399705468,11173.4997203204,11173.4997203204,31176.4444308134,35472.9854163226
B3,1,182,1024.8085,747.5957,437.234,141,11103,12.4788,25400,35.2294,10961.4997149113,10961.4997149113,25127.4317201025,25047.7365951008,11173.4997203204,11173.4997203204,25613.4067964264,25532.1703342564
B3,1,183,1025.7518,616.7801,393.3187,141,11274,12.7632,81238,125.2674,10961.4997149113,10961.4997149113,80164.6320994648,78517.6255162467,11173.4997203204,11173.4997203204,81715.0497321531,80036.1893503097
B3,1,184,1042.363,477.2148,407.232,135,12052,19.0891,40494,64.8014,10961.4997149113,10961.4997149113,39523.1595083382,36382.2366892754,11173.4997203204,11173.4997203204,40287.5540024743,37085.8844177363
B3,1,186,1050.4242,651.1212,425.2011,132,10899,14.956,62988,105.7378,10961.4997149113,10961.4997149113,62502.2577373701,63417.5932924323,11173.4997203204,11173.4997203204,63711.0776363826,64644.1161652779
B3,1,188,1054.1484,140.3871,575.5079,155,12484,15.0053,43383,63.9229,10961.4997149113,10961.4997149113,42098.5478128899,37443.5080652317,11173.4997203204,11173.4997203204,42912.7513978161,38167.6812275561
B3,1,189,1053.9888,1002.2235,620.5137,179,12828,9.6611,73654,68.8529,10961.4997149113,10961.4997149113,71154.7450862572,61135.0202677696,11173.4997203204,11173.4997203204,72530.9077223471,62317.3972202428
B3,1,190,1058.6519,756.7342,471.4267,158,10608,8.6411,42942,47.2094,10961.4997149113,10961.4997149113,42800.7722750933,44592.9537834435,11173.4997203204,11173.4997203204,43628.5571758666,45455.4002268292
B3,1,191,1065.2994,233.9281,523.9843,167,12752,12.6349,32406,37.5278,10961.4997149113,10961.4997149113,31336.973305685,27443.1819300805,11173.4997203204,11173.4997203204,31943.0435226348,27973.9445874663
B3,1,194,1068.8456,534.6618,428.8788,136,11380,16.7637,36435,53.4871,10961.4997149113,10961.4997149113,35898.3477015781,34931.6449634617,11173.4997203204,11173.4997203204,36592.6368139119,35607.2376390816
B3,1,195,1074.0857,938.1786,589.0472,140,9470,10.1826,48325,80.2963,10961.4997149113,10961.4997149113,49072.7282295466,57411.5040865084,11173.4997203204,11173.4997203204,50021.8153910371,58521.8666731469
B3,1,198,1089.8951,139.8881,602.0757,143,12497,15.4145,26919,33.1368,10961.4997149113,10961.4997149113,26117.5344232905,23361.0150118668,11173.4997203204,11173.4997203204,26622.6585014746,23812.8268476269
B3,1,200,1104.8943,843.8537,555.3861,123,10374,15.8066,39719,68.0172,10961.4997149113,10961.4997149113,39733.7540647584,42305.3592942353,11173.4997203204,11173.4997203204,40502.2215460096,43123.5627000168
B3,1,201,1110.3871,1012.8306,666.9579,124,9583,12.6867,28536,42.6184,10961.4997149113,10961.4997149113,28921.1038240502,33167.1990839744,11173.4997203204,11173.4997203204,29480.4501112006,33808.6666356857
B3,1,204,1119.3459,306.4887,533.1979,133,12468,22.1149,32464,60.0288,10961.4997149113,10961.4997149113,31509.4696176995,28170.8696586571,11173.4997203204,11173.4997203204,32118.8759857263,28715.7061021494
B3,1,206,1119.4803,484.3307,482.7012,127,11242,17.0428,38346,67.4428,10961.4997149113,10961.4997149113,37857.0276157951,37265.1538643124,11173.4997203204,11173.4997203204,38589.198419796,37985.8775815296
B3,1,207,1122.1933,412.1261,498.8608,119,11747,21.8132,49112,116.7581,10961.4997149113,10961.4997149113,48136.8866682076,45346.3702712017,11173.4997203204,11173.4997203204,49067.8742610965,46223.3881056957
B3,1,210,1154,745.8264,553.6791,144,10902,11.3352,36673,39.98,10961.4997149113,10961.4997149113,36388.5443555643,36899.3470909199,11173.4997203204,11173.4997203204,37092.3140769388,37612.9959515978
B3,1,212,1178.0984,772.0246,585.9908,122,10366,17.5004,24674,39.8836,10961.4997149113,10961.4997149113,24686.294891817,26228.5081038841,11173.4997203204,11173.4997203204,25163.7381967214,26735.7784596304
B3,1,213,1182.9384,670.9178,558.4994,146,11229,11.1262,52806,63.5778,10961.4997149113,10961.4997149113,52142.5532648567,51342.1439859136,11173.4997203204,11173.4997203204,53151.0121310424,52335.122600685
B3,1,215,1200.952,809.28,622.237,125,10393,15.2689,38709,51.2769,10961.4997149113,10961.4997149113,38711.7363514477,41136.6878979785,11173.4997203204,11173.4997203204,39460.4375811471,41932.2887084243
B3,1,217,1211.1641,430.6875,581.5304,128,12159,21.66,41749,74.6224,10961.4997149113,10961.4997149113,40688.9249934385,37128.9473275694,11173.4997203204,11173.4997203204,41475.8658813689,37847.0367531954
B3,1,219,1245.5643,946.2929,729.2338,140,9687,9.9884,59753,71.4073,10961.4997149113,10961.4997149113,60452.0610023907,69291.7216833355,11173.4997203204,11173.4997203204,61621.2292360098,70631.8526648371
B3,1,222,1256.92,546.9533,616.9592,150,11602,14.6214,26424,35.409,10961.4997149113,10961.4997149113,25952.271651278,24840.8605175265,11173.4997203204,11173.4997203204,26454.1994780849,25321.2931865087
B3,1,224,1264.2167,72.7667,779.7137,120,11851,19.7143,35994,65.621,10961.4997149113,10961.4997149113,35228.2777149609,32986.1719930746,11173.4997203204,11173.4997203204,35909.6073925019,33624.1384048645
B3,1,225,1263.9856,158.3957,731.4232,139,12853,18.9749,54693,79.9145,10961.4997149113,10961.4997149113,52820.2340232541,45521.3814528443,11173.4997203204,11173.4997203204,53841.7995197534,46401.7840770496
B3,1,226,1267.7984,15.4961,818.068,129,11849,22.2935,50567,103.0599,10961.4997149113,10961.4997149113,49492.6301107553,46219.4636381793,11173.4997203204,11173.4997203204,50449.8383508758,47113.3674648583
B3,2,228,11.4173,449.6378,635.0445,127,11393,22.1449,45941,89.8741,10961.4997149113,10961.4997149113,45255.8417476779,43946.9997041178,11173.4997203204,11173.4997203204,46131.1087225291,44796.95312448
B3,2,230,22.08,950.1933,741.6763,150,11910,17.2304,24256,31.9327,10961.4997149113,10961.4997149113,23720.6208352653,22184.3058919182,11173.4997203204,11173.4997203204,24179.387598589,22613.3596793928
B3,2,231,27.4275,628.5649,618.9417,131,11322,21.5157,37864,73.2321,10961.4997149113,10961.4997149113,37337.639199352,36505.2887576704,11173.4997203204,11173.4997203204,38059.7648133735,37211.3163647833
B3,2,232,33.5313,858.4375,684.9867,128,11742,22.7812,57277,120.843,10961.4997149113,10961.4997149113,56143.6993109338,52851.3959718229,11173.4997203204,11173.4997203204,57229.5420210709,53873.5641534873
B3,2,235,49.4033,385.8564,610.3808,181,11298,7.2042,75809,66.2042,10961.4997149113,10961.4997149113,74781.2256530461,73098.8645393488,11173.4997203204,11173.4997203204,76227.5259454577,74512.6272616761
B3,2,237,70.0461,930.2105,690.7328,152,11325,12.5271,49001,68.1312,10961.4997149113,10961.4997149113,48317.7161281853,47186.0262967873,11173.4997203204,11173.4997203204,49252.2010387307,48098.6238509838
B3,2,238,72.2448,375,591.2453,143,12113,19.9103,41033,63.9825,10961.4997149113,10961.4997149113,40016.0232842801,36654.0445139675,11173.4997203204,11173.4997203204,40789.9499707151,37362.9491198451
B3,2,239,75.5669,839.1274,638.7973,157,10266,6.9186,53340,42.0505,10961.4997149113,10961.4997149113,53451.6608631972,57623.6380065501,11173.4997203204,11173.4997203204,54485.4384198129,58738.1033522421
B3,2,240,74.6496,643.2409,574.6997,137,11091,17.4865,53887,101.4038,10961.4997149113,10961.4997149113,53318.2109335871,53151.7515935038,11173.4997203204,11173.4997203204,54349.4075125505,54179.7287789612
B3,2,241,81.2276,694.6759,579.7855,145,11936,20.6212,40126,68.0059,10961.4997149113,10961.4997149113,39226.2781263413,36446.8129657747,11173.4997203204,11173.4997203204,39984.9308099382,37151.709626528
B3,2,242,82.9857,795.5643,612.8442,140,10166,14.4035,37088,55.9618,10961.4997149113,10961.4997149113,37225.4726049154,40415.029967878,11173.4997203204,11173.4997203204,37945.4288699203,41196.6736110507
B3,2,244,86.8333,490.746,555.3551,126,11389,25.0484,66604,159.8567,10961.4997149113,10961.4997149113,65614.4626833355,63641.8735484935,11173.4997203204,11173.4997203204,66883.4739323037,64872.7340956296
B3,2,246,97.791,432.8507,552.6948,134,11794,22.8611,44552,99.5975,10961.4997149113,10961.4997149113,43638.7799946064,40979.7483954153,11173.4997203204,11173.4997203204,44482.7723164161,41772.3139300085
B3,2,248,110.3817,604.5344,533.5356,131,11462,23.1176,25639,48.0073,10961.4997149113,10961.4997149113,25231.5742972852,24425.3321620874,11173.4997203204,11173.4997203204,25719.5635347642,24897.7283382638
B3,2,249,109.5755,831.5827,605.2856,139,10580,13.7609,35811,53.1652,10961.4997149113,10961.4997149113,35708.7310197387,37275.6292038695,11173.4997203204,11173.4997203204,36399.352865857,37996.5555185506
B3,2,250,113.514,116.933,675.406,179,12735,10.1201,83657,88.2669,10961.4997149113,10961.4997149113,80915.014182825,69888.0613273989,11173.4997203204,11173.4997203204,82479.944519967,71239.7257679212
B3,2,251,117.4754,890.1557,629,122,10673,22.7655,37656,79.5284,10961.4997149113,10961.4997149113,37494.4979521251,38814.3344520389,11173.4997203204,11173.4997203204,38219.6572802643,39565.0199720676
B3,2,254,132.6593,735.4296,543.6795,135,10647,16.2176,28700,47.9609,10961.4997149113,10961.4997149113,28588.3655632366,29639.8894063948,11173.4997203204,11173.4997203204,29141.2765527611,30213.1373084071
B3,2,255,134.8194,950.9583,651.2251,144,10894,13.4702,47952,68.3293,10961.4997149113,10961.4997149113,47585.7984861021,48296.6491154182,11173.4997203204,11173.4997203204,48506.1278022383,49230.7265810941
B3,2,256,135.6288,773.303,555.7163,132,10498,17.1866,36506,63.3981,10961.4997149113,10961.4997149113,36448.32053425,38340.1043719438,11173.4997203204,11173.4997203204,37153.2463520104,39081.6180831727
B3,2,257,139.5385,687.8811,521.853,143,10174,10.5323,39777,51.623,10961.4997149113,10961.4997149113,39919.2791023219,43330.5722056808,11173.4997203204,11173.4997203204,40691.3347156709,44168.6036594871
B3,2,258,138.176,841.912,585.6434,125,11453,25.8755,43879,113.1965,10961.4997149113,10961.4997149113,43187.2996091755,41732.0504239986,11173.4997203204,11173.4997203204,44022.5601108289,42539.165795592
B3,2,260,144.8039,466.549,500.6138,153,10738,11.0718,38256,38.9389,10961.4997149113,10961.4997149113,38053.9359844262,39162.5349435262,11173.4997203204,11173.4997203204,38789.9150789257,39919.9548072122
B3,2,261,148.2171,425.4341,504.9513,129,11569,26.637,36829,82.7593,10961.4997149113,10961.4997149113,36188.4542782459,34662.8909872813,11173.4997203204,11173.4997203204,36888.3541735403,35333.2858481964
B3,2,262,152.2162,321.1892,534.6131,148,10600,11.9423,44381,50.5318,10961.4997149113,10961.4997149113,44240.5242693596,46132.9560214264,11173.4997203204,11173.4997203204,45096.154578016,47025.1867544872
B3,2,263,160.1638,818.3879,554.7456,116,10352,25.7779,43551,92.4686,10961.4997149113,10961.4997149113,43582.3795578885,46527.0064557294,11173.4997203204,11173.4997203204,44425.2810715788,47426.8582895863
B3,2,269,183.2741,884.7037,572.2056,135,10406,14.3335,33381,37.1385,10961.4997149113,10961.4997149113,33376.5025243268,35394.1564287912,11173.4997203204,11173.4997203204,34022.0180924264,36078.6942702827
B3,2,270,179.8978,58.2628,666.1567,137,13179,31.0128,46145,126.8613,10961.4997149113,10961.4997149113,44381.8701993884,37457.8123277034,11173.4997203204,11173.4997203204,45240.2341976593,38182.262140468
B3,2,274,199.5594,852.1329,539.8285,143,10268,12.061,31979,43.1833,10961.4997149113,10961.4997149113,32044.9183371255,34414.3842560222,11173.4997203204,11173.4997203204,32664.6805081324,35079.9728924479
B3,2,275,202.9161,109.6224,613.4063,143,13049,22.3091,44801,73.2724,10961.4997149113,10961.4997149113,43159.475228319,36789.6708137796,11173.4997203204,11173.4997203204,43994.1975947678,37501.1984892227
B3,2,276,205.2837,751.6383,483.4967,141,10423,12.733,30489,33.9208,10961.4997149113,10961.4997149113,30476.7156811165,32252.1390665264,11173.4997203204,11173.4997203204,31066.148154527,32875.9089734177
