well,frame,cellID,x,y,r,area,totalIntensity.1,sdIntensity.1,totalIntensity.2,sdIntensity.2,denoisedTotalIntensity.1,denoisedTotalIntensityMult.1,denoisedTotalIntensity.2,denoisedTotalIntensityMult.2,denoisedNormalTotalIntensity.1,denoisedNormalTotalIntensityMult.1,denoisedNormalTotalIntensity.2,denoisedNormalTotalIntensityMult.2
E5,3,19589,433.7297,113.2027,474.0289,148,11126,14.1646,14782,9.4206,11357,11357,14702.3564240178,15098.3651745772,11173.4997203204,11173.4997203204,14464.8036798286,14854.413934616
E5,3,19592,437.8054,752.2685,293.1562,149,10865,12.7542,19501,16.2622,11357,11357,19741.0815026822,20440.9631886681,11173.4997203204,11173.4997203204,19422.1157567176,20110.6891319593
E5,3,19593,450.161,371.2542,253.996,118,10981,27.0846,18757,31.1334,11357,11357,18838.6764198244,19436.8789654648,11173.4997203204,11173.4997203204,18534.2912484031,19122.8283600002
E5,3,19596,455.2324,428.3239,215.8949,142,10665,14.229,19485,19.5194,11357,11357,19999.0799913378,20834.2239359203,11173.4997203204,11173.4997203204,19675.945644966,20497.5957841946
E5,3,19597,460.539,31.6818,539.0674,154,12167,14.4961,15315,12.513,11357,11357,14253.0400948317,14271.354890335,11173.4997203204,11173.4997203204,14022.7471615142,14040.7660364314
E5,3,19598,460.7007,59.6715,512.7023,137,11942,19.4942,16146,13.8816,11357,11357,15236.2790632489,15330.3011852811,11173.4997203204,11173.4997203204,14990.0994850695,15082.6024483724
E5,3,19601,477.1825,759.9562,273.6609,137,11744,21.0373,17395,13.2631,11357,11357,16620.1019603024,16798.1700319707,11173.4997203204,11173.4997203204,16351.5633182297,16526.7542620515
E5,3,19603,485.3137,972.0915,458.9454,153,10192,9.4786,22457,14.5413,11357,11357,23839.6810363677,25256.8589024011,11173.4997203204,11173.4997203204,23454.4923300504,24848.7722005944
E5,3,19604,485.8282,274.3006,307.189,163,9957,6.1888,18273,10.4318,11357,11357,19737.2341633277,21023.8912853815,11173.4997203204,11173.4997203204,19418.330580597,20684.1985909357
E5,3,19606,488.9927,750.1679,258.7929,137,11492,19.0337,17697,14.2188,11357,11357,17183.3848811411,17479.5670066452,11173.4997203204,11173.4997203204,16905.7450174859,17197.141591976
E5,3,19609,494.7197,895.7134,384.2374,157,13225,18.2374,21004,12.8628,11357,11357,18373.2159205704,17903.8406946277,11173.4997203204,11173.4997203204,18076.3514088122,17614.5600945746
E5,3,19610,496.875,927.3264,412.9243,144,11034,13.7281,28970,27.4562,11357,11357,28992.2370680292,29907.3904160733,11173.4997203204,11173.4997203204,28523.7961408019,29424.1629347106
E5,3,19611,505.8889,165.0889,398.176,135,11046,17.891,12406,11.9472,11357,11357,12405.4992480357,12759.7086524282,11173.4997203204,11173.4997203204,12205.0578830995,12553.5441630075
E5,3,19612,507.5672,11.9179,544.4347,134,11297,19.5183,22375,27.886,11357,11357,22003.6534906187,22502.5640861342,11173.4997203204,11173.4997203204,21648.130326975,22138.979794216
E5,3,19613,510.908,97.0491,461.3787,163,11262,9.664,34514,20.6286,11357,11357,34019.535693746,34840.2559845581,11173.4997203204,11173.4997203204,33469.8663872062,34277.3259222815
E5,3,19614,509.7542,365.3475,217.8703,118,11423,27.5014,20287,26.6093,11357,11357,19786.5597372851,20162.6022180975,11173.4997203204,11173.4997203204,19466.8591785382,19836.8257677946
E5,3,19615,515.3193,73.6975,482.6834,119,11590,27.3093,21949,34.5761,11357,11357,21177.9336705367,21477.9619313058,11173.4997203204,11173.4997203204,20835.7520423268,21130.932608303
